extraction_set_for,extraction_set_id,extraction_set_label,node_name,label
-,-,ALL,VH_F_heart_extraction_sites,Heart extraction sites
-,-,HCA,VH_F_heart_HCA_extraction_sites,HCA heart extraction sites
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHCASet1,HCA,VH_F_heart_HCA_right_ventricle,right ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHCASet1,HCA,VH_F_heart_HCA_right_atrium,right atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHCASet1,HCA,VH_F_heart_HCA_septum,septum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHCASet1,HCA,VH_F_heart_HCA_left_ventricle_free_wall,left ventricle free wall
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHCASet1,HCA,VH_F_heart_HCA_apex,apex
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHCASet1,HCA,VH_F_heart_HCA_left_atrium,left atrium
-,-,SPARC,VH_F_heart_SPARC_extraction_sites,VH_F_heart_SPARC heart extraction sites
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_apical_septum,apical septum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_AVN,AV (atrioventricular) node
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_basal_lateral_LV,basal lateral left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_basal_inf_LV,basal inferior left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_basal_ant_LV,basal anterior left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_VIVGP,ventral interventricular ganglionated plexi
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_sinus_venarum,sinus venarum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_RVOT,right ventricular outflow tract
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_papillary_muscle,papillary muscle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_mitral_valve,mitral valve
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_mid_septum,mid septum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_RAGP,right atrial ganglionated plexus
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_RV_free_wall,right ventricular free wall
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_RV_inflow,right ventricular inflow
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_posterior_LA,posterior left atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_RA_trabeular_myocardium,right atrium trabecular myocardium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_RAA,right aortic arch
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_LV_apex,left ventricle apex
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_IVCIAGP,inferior vena cava-inferior atrial ganglionated plexi
