node_name,OntologyID,label
VH_F_right_kidney,UBERON:0013754,integumentary system layer
VH_F_kidney_capsule_R,UBERON:0013754,integumentary system layer
VH_F_hilum_of_kidney_R,UBERON:0013754,integumentary system layer
VH_F_cortex_of_kidney_R,UBERON:0013754,integumentary system layer
VH_F_outer_cortex_of_kidney_R,UBERON:0013754,integumentary system layer
VH_F_renal_column_R,UBERON:0013754,integumentary system layer
VH_F_renal_medulla_R,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_a,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_b,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_c,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_d,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_e,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_f,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_g,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_h,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_i,UBERON:0013754,integumentary system layer
VH_F_renal_papilla_R_j,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_a,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_b,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_c,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_d,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_e,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_f,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_g,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_h,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_i,UBERON:0013754,integumentary system layer
VH_F_renal_pyramid_R_j,UBERON:0013754,integumentary system layer
