node_name,OntologyID,label
VH_F_respiratory_system,UBERON:0001004,respiratory system
VH_F_lungs,UBERON:0002048,lung
VH_F_left_lungs_L,UBERON:0002168,left lung
VH_F_hilum_L,UBERON:0004887,left lung hilus
VH_F_L_lung_upper_lobe,UBERON:0008952,Upper Lobe of Left Lung
VH_F_hilum_upper_L,UBERON:0004887,left lung hilus
VH_F_lingula_superior_bronchopulmonary_segment,FMA:7374,Superior lingular bronchopulmonary segment
VH_F_left_anterior_bronchopulmonary_segment,FMA:7373,Left Anterior Bronchopulmonary Segment
VH_F_left_apical_bronchopulmonary_segment,FMA:7385,Left apical bronchopulmonary segment
VH_F_left_posterior_bronchopulmonary_segment,FMA:7386,Left posterior bronchopulmonary segment
VH_F_lingula_inferior_bronchopulmonary_segment,FMA:7375,Inferior lingular bronchopulmonary segment
VH_F_L_lung_lower_lobe,UBERON:0008953,Lower Lobe of Left Lung
VH_F_left_superior_bronchopulmonary_segment,FMA:7376,Left superior bronchopulmonary segment
VH_F_left_posterior_basal_bronchopulmonary_segment,FMA:7380,Left posterior basal bronchopulmonary segment
VH_F_left_anterior_basal_bronchopulmonary_segment,FMA:7378,left anterior basal bronchopulmonary segment
VH_F_left_lateral_basal_bronchopulmonary_segment,FMA:7379,left Lateral Basal Bronchopulmonary Segment
VH_F_left_medial_basal_bronchopulmonary_segment,FMA:7377,Left Medial Basal Bronchopulmonary Segment
VH_F_hilum_lower_L,UBERON:0004887,left lung hilus
VH_F_lungs_R,UBERON:0002167,right lung
VH_F_hilum_R,UBERON:0004888,right lung hilus
VH_F_R_lung_lower_lobe,UBERON:0002171,Lower Lobe of Right Lung
VH_F_right_medial_basal_bronchopulmonary_segment,FMA:7365,Right Medial Basal Bronchopulmonary Segment
VH_F_right_posterior_basal_bronchopulmonary_segment,FMA:7362,Right Posterior Basal Bronchopulmonary Segment
VH_F_right_anterior_basal_bronchopulmonary_segment,FMA:7364,Right anterior basal bronchopulmonary segment
VH_F_right_lateral_basal_bronchopulmonary_segment,FMA:7363,Right Lateral Basal Bronchopulmonary Segment
VH_F_right_superior_bronchopulmonary_segment,FMA:7366,Right Superior Bronchopulmonary Segment
VH_F_hilum_lower_R,UBERON:0004888,right lung hilus
VH_F_R_lung_middle_lobe,UBERON:0002174,Middle Lobe of Right Lung
VH_F_right_medial_bronchopulmonary_segment,FMA:7360,Right Medial Bronchopulmonary Segment
VH_F_right_lateral_bronchopulmonary_segmennt,FMA:7361,Right Lateral Bronchopulmonary Segment
VH_F_hilum_middle_R,UBERON:0004888,right lung hilus
VH_F_R_lung_upper_lobe,UBERON:0002170,Upper Lobe of Right Lung
VH_F_right_anterior_bronchopulmonary_segm,FMA:7359,Right Anterior Bronchopulmonary Segment
VH_F_right_apical_bronchopulmonary_segment,FMA:7338,Right Apical Bronchopulmonary Segment
VH_F_right_posterior_bronchopulmonary_segment,FMA:7339,Right Posterior Bronchopulmonary Segment
VH_F_hilum_upper_R,UBERON:0004888,right lung hilus
VH_F_tracheobronchial_tree,UBERON:0007196,tracheobronchial tree
VH_F_corniculate_cartilage,FMA:55110,Corniculate cartilage
VH_F_corniculate_cartilage_L,FMA:55116,Left corniculate cartilage
VH_F_corniculate_cartilage_R,FMA:55115,Right corniculate cartilage
VH_F_arytenoid_cartilage,UBERON:0001740,arytenoid cartilage
VH_F_arytenoid_cartilage_R,FMA:55113,Right arytenoid cartilage
VH_F_arytenoid_cartilage_L,FMA:55114,Left arytenoid cartilage
VH_F_carina,FMA:7465,Carina of trachea
VH_F_thyroid_cartilage,FMA:55099,Thyroid cartilage
VH_F_tracheal_cartilage,FMA:7434,Tracheal cartilage
VH_F_cricoid_cartilage,FMA:9615,Cricoid cartilage
VH_F_epiglotic_cartilage,FMA:55112,Epiglottic cartilage
VH_F_bronchi,UBERON:0002185,bronchus
VH_F_lungs_left_main_bronchus,UBERON:0002178,Left Main Bronchus
VH_F_lobar_bronchi_L,UBERON:0003405,lobar bronchus of left lung
VH_F_left_superior_lobar_bronchus,UBERON:0012065,lobar bronchus of left lung upper lobe
VH_F_left_inferior_lobar_bronchus,UBERON:0012066,lobar bronchus of left lung lower lobe
VH_F_tertiary_bronchi_L,UBERON:0002184,Segmental bronchus
VH_F_left_anterior_basal_bronchus,FMA:7506,Left anterior basal segmental bronchus
VH_F_left_lingula_superior_bronchus,FMA:7430,Superior lingular bronchus
VH_F_left_apical_bronchus,FMA:7426,Left apical segmental bronchus
VH_F_left_posterior_basal_bronchus,FMA:7508,Left posterior basal segmental bronchus
VH_F_left_medial_basal_bronchus,FMA:7505,Left medial basal segmental bronchus
VH_F_left_superior_bronchus,FMA:7504,Left superior segmental bronchus
VH_F_left_anterior_bronchus,FMA:7428,Left anterior segmental bronchus
VH_F_left_posterior_bronchus,FMA:7427,Left posterior segmental bronchus
VH_F_left_lateral_basal_bronchus,FMA:7507,Left lateral basal segmental bronchus
VH_F_left_lingula_inferior_bronchi,FMA:7431,Inferior lingular bronchus
VH_F_right_main_lobar_bronchus,UBERON:0002177,Right Main Bronchus
VH_F_lobar_bronchus_R,UBERON:0003404,lobar bronchus of right lung
VH_F_right_middle_lobar_bronchus,FMA:7401,Middle lobar bronchus
VH_F_right_superior_lobar_bronchus,FMA:7397,Right superior lobar bronchus
VH_F_right_inferior_lobar_bronchus,FMA:7404,Right inferior lobar bronchus
VH_F_tertiary_bronchi_R,UBERON:0002184,Segmental bronchus
VH_F_right_anterior_basal_bronchus,FMA:7418,Right anterior basal segmental bronchus
VH_F_right_medial_basal_bronchus,FMA:7417,Right medial basal segmental bronchus
VH_F_right_apical_bronchus,FMA:7398,Right apical segmental bronchus
VH_F_right_posterior_basal_bronchus,FMA:7420,Right posterior basal segmental bronchus
VH_F_right_medial_bronchus,FMA:7403,Medial segmental bronchus
VH_F_right_lateral_bronchus,FMA:7402,Lateral segmental bronchus
VH_F_right_anterior_bronchus,FMA:7400,Right anterior segmental bronchus
VH_F_right_lateral_basal_bronchus,FMA:7419,Right lateral basal segmental bronchus
VH_F_right_superior_bronchus,FMA:7416,Right superior segmental bronchus
VH_F_right_posterior_bronchus,FMA:7399,Right posterior segmental bronchus
VH_F_bronchial_cartilage,FMA:62649,Cartilage of bronchus
VH_F_trachea,UBERON:0003126,trachea
