node_name,OntologyID,label
VH_M_renal_pelvis_ureter_L,UBERON:0013754,integumentary system layer
VH_M_renal_pelvis_L,UBERON:0013754,integumentary system layer
VH_M_kidney_calyx_L,UBERON:0013754,integumentary system layer
VH_M_major_calyx_L,UBERON:0013754,integumentary system layer
VH_M_major_calyx_L_a,UBERON:0013754,integumentary system layer
VH_M_major_calyx_L_b,UBERON:0013754,integumentary system layer
VH_M_major_calyx_L_c,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_a,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_b,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_c,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_d,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_e,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_f,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_g,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_h,UBERON:0013754,integumentary system layer
VH_M_minor_calyx_L_i,UBERON:0013754,integumentary system layer
VH_M_ureter_L,UBERON:0013754,integumentary system layer
