node_name,OntologyID,label
VH_M_right_kidney,UBERON:0013754,integumentary system layer
VH_M_kidney_capsule_R,UBERON:0013754,integumentary system layer
VH_M_hilum_of_kidney_R,UBERON:0013754,integumentary system layer
VH_M_renal_medulla_R,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_j,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_i,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_h,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_g,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_f,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_e,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_d,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_c,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_b,UBERON:0013754,integumentary system layer
VH_M_renal_papilla_R_a,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_R,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_a,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_b,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_c,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_d,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_e,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_f,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_g,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_h,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_i,UBERON:0013754,integumentary system layer
VH_M_renal_pyramid_j,UBERON:0013754,integumentary system layer
VH_M_cortex_of_kidney_R,UBERON:0013754,integumentary system layer
VH_M_renal_column_R,UBERON:0013754,integumentary system layer
VH_M_outer_cortex_of_kidney_R,UBERON:0013754,integumentary system layer
