node_name,OntologyID,label
VH_M_mouth,UBERON:0000165,Mouth
VH_M_major_salivary_gland,UBERON:0001829,Major salivary gland
VH_M_submandibular_gland,UBERON:0001736,Submandibular gland
VH_M_submandibular_gland_R,FMA:59802,Right submandibular gland
VH_M_submandibular_gland_L,FMA:59803,Left submandibular gland
VH_M_parotid_gland,UBERON:0001831,Parotid gland
VH_M_parotid_gland_R,FMA:59797,Right parotid gland
VH_M_parotid_gland_L,FMA:59798,Left parotid gland
VH_M_sublingual_gland,UBERON:0001832,Sublingual gland
VH_M_sublingual_gland_L,FMA:59805,Left sublingual gland
VH_M_sublingual_gland_R,FMA:59804,Right sublingual gland
VH_M_buccal_mucosa,UBERON:0006956,Buccal mucosa
VH_M_frenulum_of_lip,UBERON:0016910,Frenulum of lip
VH_M_frenulum_of_upper_lip,UBERON:0016912,Frenulum of upper lip
VH_M_frenulum_of_lower_lip,UBERON:0016913,Frenulum of lower lip
VH_M_mouth_floor,UBERON:0003679,Mouth floor
VH_M_gingiva,UBERON:0001828,Gingiva
VH_M_gingiva_of_lower_jaw,UBERON:0011602,Gingiva of lower jaw
VH_M_ginviva_of_upper_jaw,UBERON:0011601,Gingiva of upper jaw
VH_M_tongue,UBERON:0001723,Tongue
VH_M_posterior_part_of_tongue,UBERON:0010033,Posterior part of tongue
VH_M_dorsal_tongue,UBERON:0007371,Superior surface of tongue
VH_M_ventral_tongue,UBERON:0007373,Inferior surface of tongue
VH_M_fungiform_papillae,UBERON:0002448,Fungiform papilla
VH_M_circumvallate_papillae,UBERON:0000396,Vallate papilla
VH_M_secondary_palate,UBERON:0001716,Secondary palate
VH_M_hard_palate,UBERON:0003216,Hard palate
VH_M_soft_palate,UBERON:0001733,Soft palate
VH_M_mucosa_of_soft_palate,UBERON:0005024,Mucosa of soft palate
VH_M_tooth_row,UBERON:0009678,Tooth row
VH_M_set_of_lower_jaw_teeth,UBERON:0009679,Lower teeth
VH_M_set_of_upper_jaw_teeth,UBERON:0009680,Upper teeth
VH_M_mandible,UBERON:0001684,Mandible
