anatomical_structure_of,node_name,label,OntologyID,representation_of
#VHMLeftEye,VH_M_eye_L,left eye,UBERON:0004548,http://purl.obolibrary.org/obo/UBERON_0004548
#VHMLeftEye,VH_M_retina_L,Left retina,FMA:58303,http://purl.org/sig/ont/fma/fma58303
#VHMLeftEye,VH_M_fovea_L,Left fovea centralis,FMA:58663,http://purl.org/sig/ont/fma/fma58663
#VHMLeftEye,VH_M_macula_lutea_L,Left macula lutea,FMA:58639,http://purl.org/sig/ont/fma/fma58639
#VHMLeftEye,VH_M_optic_disc_L,Left optic disc,FMA:58636,http://purl.org/sig/ont/fma/fma58636
#VHMLeftEye,VH_M_palpebral_conjunctiva_of_upper_eyelid_L,Palpebral conjunctiva of left upper eyelid,FMA:223078,http://purl.org/sig/ont/fma/fma223078
#VHMLeftEye,VH_M_palpebral_conjunctiva_of_lower_eyelid_L,Palpebral conjunctiva of left lower eyelid,FMA:223075,http://purl.org/sig/ont/fma/fma223075
#VHMLeftEye,VH_M_vitreous_humor_L,Humor of left vitreous body,FMA:261238,http://purl.org/sig/ont/fma/fma261238
#VHMLeftEye,VH_M_cornea_L,Left cornea,FMA:58240,http://purl.org/sig/ont/fma/fma58240
#VHMLeftEye,VH_M_bulbar_conjunctiva_L,Left bulbar conjunctiva,FMA:59029,http://purl.org/sig/ont/fma/fma59029
#VHMLeftEye,VH_M_iris_L,Left iris,FMA:58237,http://purl.org/sig/ont/fma/fma58237
#VHMLeftEye,VH_M_trabecular_meshwork_L,eye trabecular meshwork,UBERON:0005969,http://purl.obolibrary.org/obo/UBERON_0005969
#VHMLeftEye,VH_M_ciliary_body_L,Left ciliary body,FMA:58297,http://purl.org/sig/ont/fma/fma58297
#VHMLeftEye,VH_M_ciliary_muscle_L,Left ciliary muscle,FMA:49153,http://purl.org/sig/ont/fma/fma49153
#VHMLeftEye,VH_M_aqueous_humor_L,Aqueous humor of left eyeball,FMA:58821,http://purl.org/sig/ont/fma/fma58821
#VHMLeftEye,VH_M_schlemms_canal_L,Left scleral venous sinus,FMA:51875,http://purl.org/sig/ont/fma/fma51875
#VHMLeftEye,VH_M_lens_L,Left lens,FMA:58243,http://purl.org/sig/ont/fma/fma58243
#VHMLeftEye,VH_M_corneo_scleral_junction_L,Left corneoscleral junction,FMA:58344,http://purl.org/sig/ont/fma/fma58344
#VHMLeftEye,VH_M_ora_serrata_of_retina_L,Left ora serrata,FMA:58602,http://purl.org/sig/ont/fma/fma58602
#VHMLeftEye,VH_M_suspensory_ligament_of_lens_L,Suspensory ligament of left lens,FMA:58840,http://purl.org/sig/ont/fma/fma58840
#VHMLeftEye,VH_M_ciliary_processes_L,ciliary processes,UBERON:0010427,http://purl.obolibrary.org/obo/UBERON_0010427
#VHMLeftEye,VH_M_pupil_L,left pupil,UBERON:0010223,http://purl.obolibrary.org/obo/UBERON_0010223
#VHMLeftEye,VH_M_optic_choroid_L,Left choroid,FMA:58300,http://purl.org/sig/ont/fma/fma58300
#VHMLeftEye,VH_M_sclera_L,Left sclera,FMA:58272,http://purl.org/sig/ont/fma/fma58272
