OMAP-19: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Tonsil with IBEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Kartika Padhan; Andrea Radtke,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-9561-4256; 0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"(In preparation, update when submitted to bioRxiv)",,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2024",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcid,core_panel,rationale,organ,organ_uberon
OMAP-19,P34810,HGNC:1693,CD68,Mouse,IgG1 kappa,Monoclonal,KP1,Caprico Biotechnologies,1064136,64A3F1,N,,50,iF594,AB_2892745,IBEX,FFPE,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",Y,"This marker cannot be used to define a specific anatomical structure but is expressed by many subsets of myeloid cells (tingible body macrophages, proinflammatory M1 macrophages, dendritic cells). This marker represents a core panel and prioritized target in the tonsil OMAP.",Tonsil,UBERON:0002372
OMAP-19,Q86VB7,HGNC:1631,CD163,Mouse,IgG1,Monoclonal,10D6,Thermo Fisher Scientific,MA5-11458,,N,,50,Unconjugated,AB_10982556,IBEX,FFPE,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Defines perifollicular macrophages in the tonsil. This marker represents a prioritized target in the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,,,,Donkey,IgG,Polyclonal,,Thermo Fisher Scientific,A-31571,,N,,1000,AF647,AB_162542,IBEX,FFPE,1,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Used to detect CD163.,Tonsil,UBERON:0002372
OMAP-19,P01730,HGNC:1678,CD4,Goat,IgG,Polyclonal,,R&D Systems,FAB8165G,,N,,20,AF488,AB_2728839,IBEX,FFPE,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,"This antibody cannot be used to define a specific anatomical structure. However, it labels several subsets of T helper cells including CD4+ T cells, T regulatory cells, and T follicular helper cells. This marker is also expressed on myeloid cells. This marker represents a prioritized target in the tonsil OMAP.",Tonsil,UBERON:0002372
OMAP-19,Q15116,HGNC:8760,PDCD1,Goat,IgG,Polyclonal,,R&D Systems,AF1086,,N,,50,Unconjugated,AB_354588,IBEX,FFPE,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,"Defines germinal center based on enrichment of PD-1+ T follicular helper cells in this anatomical structure. This marker is critical for evaluating antigen experienced T cells and, when combined with other markers (CTLA-4, Tim-3, Lag-3), can define T cell exhaustion. This marker represents a prioritized target in the tonsil OMAP.",Tonsil,UBERON:0002372
OMAP-19,,,,Donkey,IgG,Polyclonal,,Thermo Fisher Scientific,A-21432,,N,,250,AF555,AB_2535853,IBEX,FFPE,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Used to detect PDCD1.,Tonsil,UBERON:0002372
OMAP-19,P01732,HGNC:1706,CD8A,Mouse,IgG1,Monoclonal,C8/144B,BioLegend,372906,,N,,40,AF647,AB_2650712,IBEX,FFPE,2,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,"This antibody cannot be used to define a specific anatomical structure. However, it labels cytotoxic T cells in the paracortex that are generally absent from B cell follicles. This marker represents a prioritized target in the tonsil OMAP.",Tonsil,UBERON:0002372
OMAP-19,P49767,HGNC:12682,VEGFC,Mouse,IgG2a,Monoclonal,E-6,Santa Cruz Biotechnology,sc-374628 AF488,,N,,20,AF488,AB_3095770,IBEX,FFPE,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,This marker is absent or lowly expressed in normal tonsil tissue but abundant in angiogenic tumor samples. This antibody was validated in ovarian cancer biopsy samples and is not a prioritized target for the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,Q9Y5Y7,HGNC:14687,LYVE1,Goat,IgG,Polyclonal,,R&D Systems,AF2089,,N,,40,iF594,AB_3095771,IBEX,FFPE,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Defines lymphatic vessels around the follicles of the tonsil. This marker represents a prioritized target in the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,P28906,HGNC:1662,CD34,Mouse,IgG1,Monoclonal,QBEND/10,Thermo Fisher Scientific,MA1-10205,,N,,40,PE,AB_11152571,IBEX,FFPE,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",Y,This marker defines the vasculature of the tonsil and targets an essential marker for blood endothelial cells. This marker represents a core panel and prioritized target in the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,P15692,HGNC:12680,VEGFA,Mouse,IgG1,Monoclonal,VG1,Novus Biologicals,NB100-664AF647,,N,,20,AF647,AB_3095772,IBEX,FFPE,3,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,This marker is absent or lowly expressed in normal tonsil tissue but abundant in angiogenic tumor samples. This antibody was validated in ovarian cancer biopsy samples and is not a prioritized target for the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,P62736,HGNC:130,ACTA2,Mouse,IgG2a kappa,Monoclonal,1A4,Thermo Fisher Scientific,53-9760-82,2141128,N,,200,AF488,AB_2574461,IBEX,FFPE,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Alpha smooth muscle actin defines the fibroblastic reticular network and vasculature of the tonsil. This is an essential marker for many cell types including smooth muscle cells and many subsets of fibroblasts. This marker represents a prioritized target in the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,Q9BZS1,HGNC:6106,FOXP3,Mouse,IgG1 kappa,Monoclonal,236A/E7,Thermo Fisher Scientific,41-4777-82,2308027,N,,10,eF570,AB_2573609,IBEX,FFPE,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,"This antibody cannot be used to define a specific anatomical structure. However, it targets an essential marker for T regulatory cells and T follicular regulatory cells. This marker represents a prioritized target in the tonsil OMAP. ",Tonsil,UBERON:0002372
OMAP-19,P07766,HGNC:1674,CD3E,Rabbit,IgG,Monoclonal,SP7,Abcam,ab16669,,N,,50,Unconjugated,AB_443425,IBEX,FFPE,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",Y,Defines T cell zone and is an essential marker of T cells. This marker represents a core panel and prioritized target in the tonsil OMAP.,Tonsil,UBERON:0002372
OMAP-19,,,,Donkey,IgG,Polyclonal,,Thermo Fisher Scientific,A-31573,,N,,250,AF647,AB_2536183,IBEX,FFPE,4,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Used to detect CD3E.,Tonsil,UBERON:0002372
OMAP-19,P22083,HGNC:4015,FUT4,Mouse,IgM,Monoclonal,MMA,BD Biosciences,347420,311326,N,,50,Unconjugated,AB_400298,IBEX,FFPE,5,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,"This antibody cannot be used to define a specific anatomical structure. However, it labels several subsets of myeloid cells including macrophages/monocytes (CD11b+CD14+HLA-DR+) and granulocytes (CD11b+CD15+). It also labels follicular dendritic cells (CD11b+CD14+) in the B cell follicles. This marker represents a prioritized target in the tonsil OMAP.",Tonsil,UBERON:0002372
OMAP-19,,,,Donkey,IgG,Polyclonal,,Jackson ImmunoResearch Inc,715-545-020,152185,N,,250,AF488,AB_2340844,IBEX,FFPE,5,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,Used to detect FUT4.,Tonsil,UBERON:0002372
OMAP-19,P08571,HGNC:1628,CD14,Rabbit,IgG,Monoclonal,EPR3653,Abcam,ab226121,,Y,,50,AF555,AB_3095773,IBEX,FFPE,5,,"https://doi.org/10.1073/pnas.2018488117, https://doi.org/10.1038/s41596-021-00644-9","0000-0001-9561-4256, 0000-0003-4379-8967",N,"This antibody cannot be used to define a specific anatomical structure. However, it labels macrophages/monocytes (CD11b+CD14+HLA-DR+) and follicular dendritic cells (CD11b+CD14+) in the B cell follicles. This marker is not a prioritized target in the tonsil OMAP.",Tonsil,UBERON:0002372
