OMAP-28: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Heart with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Kyung Jin Ahn; Kai Tan,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4184-482X; 0000-0002-9104-5567,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Liz McDonough; Andrea Radtke; Diane Saunders; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-7524-8260; 0000-0003-4379-8967; 0000-0002-8849-6746; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,'Y' tally: 5,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-28,P16284 ,HGNC:8823,PECAM1,Rabbit,IgG,Monoclonal,EP3095,Akoya Biosciences,4450017,1000000094,Y,,200,Oligonucleotide,AB_2915935,CODEX,FFPE,1,AF750,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for endothelium.  Expressed in coronary arteries and veins.  Also expressed in lymphatic endothelium when coexpressing  LYVE1. ,Heart,UBERON_0000948
OMAP-28,P15391,HGNC:1633,CD19,Mouse,IgG1 kappa,Monoclonal,MRQ-36,Cell Marque,119M,1905201,N,,50,Oligonucleotide,AB_3083084,CODEX,FFPE,1,Atto550,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for B cell.,Heart,UBERON_0000948
OMAP-28,P01730 ,HGNC:1678,CD4,Rabbit,IgG,Monoclonal,EPR6855,Akoya Biosciences,4550112,1000000064,Y,,200,Oligonucleotide,AB_3094499,CODEX,FFPE,1,AF647,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for helper T cell.,Heart,UBERON_0000948
OMAP-28,P43121,HGNC:6934,MCAM,Rabbit,IgG,Monoclonal,EPR3208,Abcam,ab210072,1037566-3,Y,,200,Oligonucleotide,AB_3081922,CODEX,FFPE,2,AF750,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for adipocyte but also express in endothelium.,Heart,UBERON_0000948
OMAP-28,Q9BT76,HGNC:21444,UPK3B,Rabbit,IgG,Polyclonal,,Novus Biologicals,NBP3-06026-100ul,HD12DE0612,N,,200,Oligonucleotide,AB_3540255,CODEX,FFPE,2,Atto550,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for epicardium.,Heart,UBERON_0000948
OMAP-28,P01160 ,HGNC:7939,NPPA,Goat,IgG,Polyclonal,,R&D Systems,AF3366,XDY0321031,N,,200,Oligonucleotide,AB_2915938,CODEX,FFPE,2,AF647,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",Y,Marker for atrial cardiomyocyte. Ventricular cardiomyocytes do not express NPPA.,Heart,UBERON_0000948
OMAP-28,P08590 ,HGNC:7584,MYL3,Rabbit,IgG,Monoclonal,EPR4160,Abcam,ab247710,1050679-1,Y,,200,Oligonucleotide,AB_2915970,CODEX,FFPE,3,AF750,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",Y,Marker for ventricular cardiomyocyte. ,Heart,UBERON_0000948
OMAP-28,Q8WXI7,HGNC:15582,MUC16,Rabbit,IgG,Monoclonal,EPR1020(2),Abcam,ab230497,1001083-1,Y,,200,Oligonucleotide,AB_3676222,CODEX,FFPE,3,Atto550,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for epicardium.,Heart,UBERON_0000948
OMAP-28,P34810,HGNC:1693,CD68,Mouse,IgG1,Monoclonal,KP1,Akoya Biosciences,4550113,0323L750,N,,50,Oligonucleotide,AB_2935894,CODEX,FFPE,3,AF647,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for macrophage.,Heart,UBERON_0000948
OMAP-28,P00488,HGNC:3531,F13A1,Rabbit,IgG,Monoclonal,EP3372,Abcam,ab232426,1043903-1,Y,,200,Oligonucleotide,AB_3676223,CODEX,FFPE,4,AF750,https://doi.org/10.17504/protocols.io.5jyl8pzodg2w/v2,"0000-0002-4184-482X, 0000-0002-9104-5567",N,Marker for macrophage.,Heart,UBERON_0000948
