node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Glomerular_Mesangial_Cell_1,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_2,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_3,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_4,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_5,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_6,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_7,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_8,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_9,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_10,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_11,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_12,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_13,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_14,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Mesangial_Cell_15,glomerular mesangial cell,CL:1000742,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_1,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_2,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_3,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_4,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_5,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_6,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Macula_Densa_Epithelial_Cell_7,macula densa epithelial cell,CL:1000850,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_1,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_2,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_3,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_4,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_5,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_6,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_7,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_8,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_9,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_10,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_11,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_12,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_13,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_14,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_15,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_16,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_17,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_18,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
Glomerular_Visceral_Epithelial_Cell_19,glomerular visceral epithelial cell,CL:0000653,renal corpuscle,UBERON:0001229,Kidney,UBERON:0002113
