anatomical_structure_of,node_name,label,OntologyID,representation_of
#VHFLargeIntestine,VH_F_colon,large intestine,UBERON:0000059,http://purl.obolibrary.org/obo/UBERON_0000059
#VHFLargeIntestine,VH_F_hepatic_flexure_of_colon,hepatic flexure of colon,UBERON:0022277,http://purl.obolibrary.org/obo/UBERON_0022277
#VHFLargeIntestine,VH_F_transverse_colon,transverse colon,UBERON:0001157,http://purl.obolibrary.org/obo/UBERON_0001157
#VHFLargeIntestine,VH_F_ascending_colon,ascending colon,UBERON:0001156,http://purl.obolibrary.org/obo/UBERON_0001156
#VHFLargeIntestine,VH_F_vermiform_appendix,vermiform appendix,UBERON:0001154,http://purl.obolibrary.org/obo/UBERON_0001154
#VHFLargeIntestine,VH_F_descending_colon,descending colon,UBERON:0001158,http://purl.obolibrary.org/obo/UBERON_0001158
#VHFLargeIntestine,VH_F_ileocecal_valve,ileocecal valve,UBERON:0000569,http://purl.obolibrary.org/obo/UBERON_0000569
#VHFLargeIntestine,VH_F_caecum,caecum,UBERON:0001153,http://purl.obolibrary.org/obo/UBERON_0001153
#VHFLargeIntestine,VH_F_rectum,rectum,UBERON:0001052,http://purl.obolibrary.org/obo/UBERON_0001052
#VHFLargeIntestine,VH_F_sigmoid_colon,sigmoid colon,UBERON:0001159,http://purl.obolibrary.org/obo/UBERON_0001159
#VHFLargeIntestine,VH_F_splenic_flexure_of_colon,splenic flexure of colon,UBERON:0022276,http://purl.obolibrary.org/obo/UBERON_0022276
