OMAP-16: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Lung with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeffrey M. Purkerson; Gloria S. Pryhuber,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCiD(s):,0000-0001-7636-4992; 0000-0002-9185-3994,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Elizabeth McDonough; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCiD(s):,0000-0001-7524-8260; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2024",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-16,P12830,HGNC:1748,CDH1,Mouse,IgG1,monoclonal,4A2C7,Akoya Biosciences,4250021,B359692,N,,200,Oligonucleotide,AB_2895057,Phenocycler-Fusion,FFPE,10,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Cadherin-1, integrity of epithelial cell adhesion",lung,UBERON:0002048
OMAP-16,P02452,HGNC:2197,COL1A1,Mouse,IgG3,monoclonal,3G3,Abcam,ab88147,GR3449848-3,N,0.4,100,Oligonucleotide,AB_2081873,Phenocycler-Fusion,FFPE,3,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Collagen alpha-1(I) chain, extracellular matrix",lung,UBERON:0002048
OMAP-16,P46013,HGNC:7107,MKI67,Mouse,IgG1,monoclonal,B56,Akoya Biosciences,4250019,220718025,Y,,200,Oligonucleotide,AB_2895046,Phenocycler-Fusion,FFPE,1,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,Proliferation marker protein,lung,UBERON:0002048
OMAP-16,P62736,HGNC:130,ACTA2,Mouse,IgG2a,monoclonal,1A4,Akoya Biosciences,4450049,230309013,Y,,200,Oligonucleotide,AB_2936084,Phenocycler-Fusion,FFPE,4,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Actin, aortic smooth muscle",lung,UBERON:0002048
OMAP-16,P11686,HGNC:10802,SFTPC,Rabbit,IgG,polyclonal,,Invitrogen,PA5-71842,YE3913574A,N,0.4,500,Oligonucleotide,AB_2717696,Phenocycler-Fusion,FFPE,4,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Pulmonary surfactant-associated protein C, type II epithelial alveolar",lung,UBERON:0002048
OMAP-16,P01730,HGNC:1678,CD4,Rabbit ,IgG,monoclonal,EPR6855,Akoya Biosciences,4550118,B360688,Y,,200,Oligonucleotide,AB_2915936,Phenocycler-Fusion,FFPE,2,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,T-cell surface glycoprotein,lung,UBERON:0002048
OMAP-16,P34810,HGNC:1693,CD68,Mouse,IgG1,monoclonal,KP1,Akoya Biosciences,4550113,B362149,Y,,200,Oligonucleotide,AB_2935894,Phenocycler-Fusion,FFPE,1,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Macrosialin, alveolar macrophage",lung,UBERON:0002048
OMAP-16,P08575,HGNC:9666,PTPRC,Rabbit ,IgG,monoclonal,D9M8I,Akoya Biosciences,4550121,B334540,N,,200,Oligonucleotide,AB_2915946,Phenocycler-Fusion,FFPE,5,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Receptor-type tyrosine-protein phosphatase C, BMDC",lung,UBERON:0002048
OMAP-16,P29017,HGNC:1636,CD1C,Mouse,IgG1,monoclonal,OTI2F4,Novus Biologicals,NBP2-70345,F004,N,0.2,50,Oligonucleotide,AB_3083490,Phenocycler-Fusion,FFPE,9,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"T-cell surface glycoprotein, CD1c positive myeloid DC",lung,UBERON:0002048
OMAP-16,P07766,HGNC:1674,CD3E,Rabbit ,IgG,monoclonal,EP449E,Akoya Biosciences,4550119,B349937,Y,,200,Oligonucleotide,AB_2936080,Phenocycler-Fusion,FFPE,3,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,T-cell surface glycoprotein CD3 epsilon chain,lung,UBERON:0002048
OMAP-16,P11836,HGNC:7315,MS4A1,Mouse,IgG2a,monoclonal,L26,Akoya Biosciences,4450018,0322L590,N,,200,Oligonucleotide,AB_2915939,Phenocycler-Fusion,FFPE,2,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,B-lymphocyte antigen,lung,UBERON:0002048
OMAP-16,P16284,HGNC:8823,PECAM1,Rabbit ,IgG,monoclonal,EP3095,Akoya Biosciences,4450017,B389619,Y,,200,Oligonucleotide,AB_2915935,Phenocycler-Fusion,FFPE,3,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Platelet endothelial cell adhesion molecule, vascular endothelial cells",lung,UBERON:0002048
OMAP-16,P02776,HGNC:8861,PF4,Rabbit,IgG,polyclonal,,PeproTech,500-P05,1107M043RBCO222,N,0.4,200,Oligonucleotide,AB_147868,Phenocycler-Fusion,FFPE,5,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Platelet factor 4, Megakaryocyte",lung,UBERON:0002048
OMAP-16,Q9Y5Y7,HGNC:14687,LYVE1,Goat,IgG,polyclonal,,R&D Systems Systems,AF2089,KPY0122011,N,0.4,100,Oligonucleotide,AB_355144,Phenocycler-Fusion,FFPE,6,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,Lymphatic vessel endothelial hyaluronic acid receptor 1,lung,UBERON:0002048
OMAP-16,"P04264, P35908, P12035, P19013, P13647, P02538, P04259, P48668, P08729, P05787, P13645, P02533, P19012, P08779, P08727","HGNC:6412, HGNC:6439, HGNC:6440, HGNC:6441, HGNC:6442, HGNC:6443, HGNC:6444, HGNC:20406, HGNC:6445, HGNC:6446, HGNC:6413, HGNC:6416, HGNC:6421, HGNC:6423, HGNC:6436","KRT1, KRT2, KRT3, KRT4, KRT5, KRT6A, KRT6B, KRT7, KRT8, KRT10, KRT14, KRT15, KRT16, KRT19",Mouse,IgG1,monoclonal,AE-1/3,Akoya Biosciences,4450020,B349937,N,,200,Oligonucleotide,AB_3083456,Phenocycler-Fusion,FFPE,1,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,Majority if not all lung epithelium,lung,UBERON:0002048
OMAP-16,P01732,HGNC:1706,CD8A,Mouse,IgG1,monoclonal,C8/144B,Akoya Biosciences,4250012,B378416,N,,200,Oligonucleotide,AB_2915960,Phenocycler-Fusion,FFPE,2,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,T-cell surface glycoprotein CD8 alpha chain,lung,UBERON:0002048
OMAP-16,P01903,HGNC:4947,HLA-DRA,Rabbit,IgG,monoclonal,EPR3692,Akoya Biosciences,240017,230502016,Y,,200,Oligonucleotide,AB_2928988,Phenocycler-Fusion,FFPE,4,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"HLA class II histocompatibility antigen, DR alpha chain, antigen present cells",lung,UBERON:0002048
OMAP-16,Q15109,HGNC:320,AGER,Rabbit,IgG,monoclonal,EPR21171,Abcam,ab228861,1050444-4,Y,0.4,100,Oligonucleotide,AB_3094831,Phenocycler-Fusion,FFPE,7,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Advanced glycosylation end product-specific receptor, type I epithelial alveolar ",lung,UBERON:0002048
OMAP-16,Q9H3D4,HGNC:15979,TP63,Rabbit,IgG,monoclonal,EPR5701,Abcam,ab214790,1041591-2,Y,0.4,100,Oligonucleotide,AB_3083495,Phenocycler-Fusion,FFPE,10,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,Tumor protein 63 Basal cells Airway Epithileum,lung,UBERON:0002048
OMAP-16,Q15661,HGNC:12019,TPSAB1,mouse ,IgG1,monoclonal,AA1,Abcam,ab2378,B359679,N,0.4,1000,Oligonucleotide,AB_303023,Phenocycler-Fusion,FFPE,6,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Tryptase alpha/beta-1, Mast Cells",lung,UBERON:0002048
OMAP-16,P08571,HGNC:1628,CD14,Rabbit,IgG,monoclonal,EPR3653,Akoya Biosciences,4450047,B387593,Y,,200,Oligonucleotide,AB_3083457,Phenocycler-Fusion,FFPE,3,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Monocyte differentiation antigen CD14, Macrophage Marker",lung,UBERON:0002048
OMAP-16,P05023,HGNC:799,ATP1A1,Rabbit,IgG ,monoclonal,EP1845Y,Abcam,ab167390,GR342282-2,Y,0.4,100,Oligonucleotide,AB_2890241,Phenocycler-Fusion,FFPE,5,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Sodium/potassium-transporting ATPase subunit beta-3, Membrane segmentation ",lung,UBERON:0002048
OMAP-16,Q86VB7,HGNC:1631,CD163,Rabbit,IgG ,monoclonal,EPR19518,Akoya Biosciences,4250079,B389421,Y,,200,Oligonucleotide,AB_2935895,Phenocycler-Fusion,FFPE,7,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Scavenger receptor cysteine-rich type 1 protein M130, non-inflammatory macrophages",lung,UBERON:0002048
OMAP-16,P02462,HGNC:2202,COL4A1,Rabbit ,IgG,monoclonal,EPR20966,Akoya Biosciences,4550122,B386120,Y,,200,Oligonucleotide,AB_2927676,Phenocycler-Fusion,FFPE,8,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Collagen alpha-1(IV) chain,  extracellular matrix",lung,UBERON:0002048
OMAP-16,P13647,HGNC:6442,KRT5,Rabbit,IgG,monoclonal,EP1601Y,Akoya Biosciences,4450090,B389468,N,,200,Oligonucleotide,AB_3083458,Phenocycler-Fusion,FFPE,8,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"Keratin, type II cytoskeletal 5, Basal cells airway epithelium",lung,UBERON:0002048
OMAP-16,Q9BZS1,HGNC:6106,FOXP3,Mouse,IgG1,monoclonal,236A/E7,Akoya Biosciences,4550071,B373906,Y,,200,Oligonucleotide,AB_2927679,Phenocycler-Fusion,FFPE,7,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"Forkhead box protein P3, regulatory T cells",lung,UBERON:0002048
OMAP-16,P20702,HGNC:6152,ITGAX,Mouse,IgG2b,monoclonal,118/A5,Akoya Biosciences,4550114,B377402,N,,200,Oligonucleotide,AB_3083459,Phenocycler-Fusion,FFPE,6,CY5/AF647,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,Integrin alpha-X; dendritic cells/macrophages,lung,UBERON:0002048
OMAP-16,P05164,HGNC:7218,MPO,Rabbit,IgG,monoclonal,E1E7I,Akoya Biosciences,4250083,230518016,Y,,200,Oligonucleotide,AB_2927678,Phenocycler-Fusion,FFPE,8,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,"myeloperoxidase, neutrophils",lung,UBERON:0002048
OMAP-16,O95171,HGNC:10573,SCEL,Rabbit,IgG,polyclonal,,Abcepta,AP11564C,SA170807DF,N,,100,Oligonucleotide,AB_10818433,Phenocycler-Fusion,FFPE,9,AF750,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,N,Sciellin;type I epithelial alveolar,lung,UBERON:0002048
OMAP-16,Q13509,HGNC:20772,TUBB3,Mouse,IgG2a,monoclonal,TUJ-1,R&D Systems,MAB1195,HGQ0522121,N,0.4,400,Oligonucleotide,AB_357520,Phenocycler-Fusion,FFPE,9,Atto 550,dx.doi.org/10.17504/protocols.io.6qpvr38dpvmk/v2,0000-0001-7636-4992; 0000-0002-9185-3994,Y,"neuron-specific beta-III-tubulin, neurons",lung,UBERON:0002048
