node_name,OntologyID,label
VHF_vasculature,UBERON:0002049,vasculature
VHF_artery,UBERON:0001637,artery
VHF_inferior_mesenteric_artery,UBERON:0001183,inferior mesenteric artery
VHF_marginal_artery_of_Drummond,fma:fma14824,marginal colic artery
VHF_splenic_artery,UBERON:0001194,splenic artery
VHF_superior_mesenteric_artery,UBERON:0001182,superior mesenteric artery
VHF_superior_rectal_artery,UBERON:0035040,superior rectal artery
VHF_celiac_artery,UBERON:0001640,celiac artery
VHF_colic_artery,UBERON:0035548,colic artery
VHF_left_colic_artery,fma:fma14826,Left colic artery
VHF_middle_colic_artery,UBERON:0001196,middle colic artery
VHF_right_colic_artery,fma:fma14811,Right colic artery
VHF_ileocolic_artery,UBERON:0035548,ileocolic artery
VHF_renal_artery,UBERON:0001184,renal artery
VHF_left_renal_artery,UBERON:0001186,left renal artery
VHF_right_renal_artery,UBERON:0001185,right renal artery
VHF_pulmonary_artery,UBERON:0002012,pulmonary artery
VHF_pulmonary_artery_L,UBERON:0001652,left pulmonary artery
VHF_pulmonary_trunk,UBERON:0002333,pulmonary trunk
VHF_pulmonary_artery_R,UBERON:0001651,right pulmonary artery
VHF_sigmoid_artery,UBERON:0035180,sigmoid artery
VHF_sigmoid_artery_a,UBERON:0035180,sigmoid artery
VHF_sigmoid_artery_c,UBERON:0035180,sigmoid artery
VHF_sigmoid_artery_b,UBERON:0035180,sigmoid artery
VHF_aorta,UBERON:0000947,aorta
VHF_aortic_arch,UBERON:0001508,arch of aorta
VHF_ascending_aorta,UBERON:0001496,ascending aorta
VHF_descending_aorta,UBERON:0001514,descending aorta
VHF_descending_aorta_a,UBERON:0001514,descending aorta
VHF_descending_aorta_b,UBERON:0001514,descending aorta
VHF_left_common_carotid_artery,UBERON:0001536,left common carotid artery plus branches
VHF_left_common_carotid_artery_a,UBERON:0001536,left common carotid artery plus branches
VHF_left_common_carotid_artery_b,UBERON:0001536,left common carotid artery plus branches
VHF_left_subclavian_artery,UBERON:0001584,left subclavian artery
VHF_left_subclavian_artery_a,UBERON:0001584,left subclavian artery
VHF_left_subclavian_artery_b,UBERON:0001584,left subclavian artery
VHF_brachiocephalic_artery_b,UBERON:0001529,brachiocephalic artery
